id,sentence,difficulty,augmented_sentence
4738,"Ce phénomène, poursuit la sociologue, résulte à la fois de la crise de l'emploi, qui encourage chacun à être plus mobile, et d'un bouleversement des valeurs qui cimentent la société : ""Jusqu'aux années 1970, le projet de vie des individus était surtout construit à partir des catégories de la famille heureuse, de l'accession à la propriété familiale"".",B1,"['Ce phénomène, poursuit la journaliste, résulte sur la fois la première crise de l\'emploi, laquelle encourage chacun à être plus mobile, et d\'un bouleverseement des valeurs qui cimentent la famille : ""Jusqu\' quelques années 1970, le projet de diviser les individus était surtout construit à partir des catégories de la famille heureuse, de l\'accession à la propriété familiale"".']"
2920,"Oui, prenons-en pour le trajet!",A2,"['Finalement, prenons-en une long trajet!']"
3556,Des parents qui n'arrivent pas à exercer pleinement leur autorité.,B1,"[""Des dirigeants séparés n'arrivent désormais à exercer pleinement leur mandat.""]"
3419,Joseph Haydn a écrit au total 68 quatuors à cordes en plusieurs séries d'opus.,C1,"[""Joseph Hay aura écrit ait placé dans total treize quatuors à cordes en plusieurs parties d'opus.""]"
942,"Léonard de Vinci est employé comme architecte et ingénieur militaire par les Vénitiens, qui cherchent à protéger leur cité.",C1,"['Juan Da Vinci est employé comme architecte et concepteur militaire par des Vénitiens, qui découvre comment agrandir leur cité.']"
4681,Celles-ci rampaient comme des serpents ; celles-là fendaient les airs comme des hippogriffes.,C1,['Celle-ci lebrouaient avec des serpents quand celles- les fendaient les airs comme des...ellesgriffes.']
120,Les hommes se croient libres alors qu'ils sont contraints ou déterminés par leur nature,C2,"[""Les hommes me croient libres ainsi qu' ils sont contraints très déterminés à leur civilisation""]"
780,Le jour de Pâques est le jour de la résurrection du Christ,B1,['Le mercredi de Pâques marque le jour de première naissance du Christ']
3298,Je rentre à la maison à 19 heures,A1,['On rentre pas chaque maison à 19 heures']
4724,"Cette évaluation atteindrait aujourd'hui les 300 millions de personnes, dont 115 millions dans les pays en développement.",C1,"[""Cette croissance atteindrait aujourd'hui les 300 Milli de Chinois, dont 110 millions dans chaque USA Hors Europe.""]"
41,"Un petit garçon : Ben trois dans un nid et dans l'autre, y'en a deux",A2,"[""- petit garçon : Ben a sous chaque nid et dans l' assiette, y' on a deux""]"
331,"Petit, replet et hautainement timide, il avait un ventre légèrement proéminent, dont le surplomb offrait une pente ascendante qui mettait en évidence les boutons de son gilet et de son pantalon, marquant le milieu exact de son corps de cette ligne obstétrique que l'on voit sur les fruits : l'arc qui est l'inévitable rançon de pesantes tournées de bourgogne, de schlagsahne et de bière.",C2,"[""Petit, replet et hautainement timide, il avait un ventre légèrement proéminent, dont le surplomb offrait une pente ascendanteuse qui mettait en évidence les boutons de son gilet et entourant son pantalon, marquant le tracé exact de son corps de cette ligne obraletétrique que l'on voit sur les fruits : l'arc qui est l' arbreévit encore synonyme de pesant du rass de bourgogne, de schlags gelne et de bière.""]"
15,"Ma timidité me quittait dès que je m'éloignais d'Ellénore ; je reprenais alors mes plans habiles et mes profondes combinaisons : mais à peine me retrouvais-je auprès d'elle, que je me sentais de nouveau tremblant et troublé.",C2,"[""Ma confiance me quittait dès si je m'éloignais d'Ellénore ; je reprvais repris alors mes plans mors et mes profondes combinaisonss et à peine me sentaisis-je auprès de'elle, que je me sentais de nouveau tremblant de troublé.""]"
283,L'originalité du mécanisme est d'utiliser des photons et de les convertir en énergie chimique qui se retrouve dans l'énergie de liaison des atomes de carbone et d'hydrogène dans les glucides formés.,C1,"[""L' avantage du procédé est d' extraire des photorons et le voir convertir en énergie chimique qui se retrouve comme l'énergie de liaison des atomes de carbone et en'hydrogène dans certains glucides -.""]"
2441,"Si l'esprit consiste à se saisir, dans sa propre opposition à soi, nulle période n'est mieux marquée par son avènement que celle du subjectivisme absolu.",C2,"[""Si l' action tend à tout retirer, libérer sa propre présence à soi, nulle époque d'est mieux marquée par son plein refus que celle du subjectivisme absolu.""]"
1504,Un enseignement scolaire pour créer des liens entre les matières,C1,['Un enseignement précis pour créer vos nuances entre les matières']
2538,"D'après des ordres venus de Vienne, le général autrichien reçut le marquis del Dongo avec une considération voisine du respect ; on se hâta de lui offrir une des premières places dans le gouvernement, et il l'accepta comme le paiement d'une dette.",C1,"[""D'après ces ordres venus de Vienne, le général Boucher reçut le marquis de Dal Vitgo avec une considération voisine du respect ; on se trouvaâta de lui offrir une des premières mesures dans les portefeuille, et il les'accepta comme le paiement d' la dette.""]"
3814,"Doux comme un agneau, ses mâchoires carrées lui dessinèrent bientôt un profil de gardien.",B2,"['Ilsoux comme un agneau, les mâchoires prs <unk>èrent bientôt un tatouage de gardien.']"
4412,"2003, qui leur impose de prendre en charge la fin de vie de leurs appareils.",B1,"['2003,alité qui impose de prendre en parallèle la fin de vie familiale leurs enfants.']"
1632,"Autrefois, la faune et la flore partout, mais maintenant nos villes ne sont plus que des blocs de béton.",B2,"['Autrefois, la faune et al flore partout, mais maintenant leurs villes ne deviennent toutes que moyennes mines à béton.']"
3602,"Ils permirent ainsi, pour le meilleur et pour le pire, cette ""grande transformation"" qui multiplia les productions et autorisa l'augmentation colossale de l'espèce humaine.",C2,"['Ils luimirent également, pour le meilleur  l le pire, cette etgrande transformation"" que seplia les productions et autorisa l\' amélioration colossal pratiquement toute l\'espèce humaine.']"
4484,"Là, d'un coup, c'était constant",A2,"[""trois, l'un quart, il'était constant""]"
936,"Je suis très gourmande, et j'adore également l'automne à cause de ses fruits et légumes de saison",A1,"[""moi suis une gourmande, je aussi'adore également d'automne en cause de ses viandes et légumes de saison""]"
4132,Une revue avec laquelle il fait bon se poser,A2,['Une discipline avec laquelle il fait bon de familiariser']
288,"Les dettes relevées au niveau individuel sont attribuées solidairement à l'ensemble des membres du ménage, les résultats diffusés indiquant ainsi les pourcentages de la population vivant dans un ménage avec le ou les types de dettes considérés.",C1,"[""Les fréquencesttes relevéuses au niveau individuel sont attribuées solidairement à l' intérieur des membres de ménage, les résultats diffusés indiquant ainsi les pourcentage annuels de la population vivant avec un couple avec le voir les types de fithèque considérés.""]"
163,"Et nos esprits qui reçoivent les instructions de ces organes, diversement impressionnés, comprennent, analysent et jugent comme si chacun de nous appartenait à une autre race.",C1,"['Parfois des esprits animés réclament des instructions de ces organes, ént impressionnés, comprennent, analysent et jugeont comme si chacun parmi nous appartenait à quelque autre race.']"
496,"Avec la distanciation sociale, les occasions de se réunir ont également été moins fréquentes.",B2,"['Outre un meilleureistanciation sociale, plusieurs occasions se dé réunir ont également été moins fréquentes.']"
803,"À proscrire également : les hypocrites qui portent leurs enfants en écharpe pour donner une image positive de leur conception de leur paternité, mais ne font guère que ça, estimant avoir fait leur part une fois rentrés à la maison.",B2,"['À proscrire également : les hypocrites qui mettront leurs enfants en écharpe pour donner un image positive de leur conception justifiant cette paternité, mais ne font guère nous tenter, les avoir fait à part une fois trop tôt à la maison.']"
94,Vous avez dit la seule chose intelligente !,A2,['Elle a dit la meilleure chose intelligente!']
1062,C'est même la première fois que nous voyons deux ouragans majeurs se produire au mois de novembre,A2,"[""C'est même la seconde fois notre ne voyons deux  acteurs majeurs majeurs venir déclarer au mois de novembre""]"
83,Il clabaude aux esgourdes des blaireaux enfarinés et des tordus pasteurisés.,C2,['Il clabaude et esesUnis des bl attachésaux grasfarinés pour des tordus pasteurment.']
1548,Nous proclamerons notre indépendence dès que l'armistice sera signé.,B2,"[""Nous proclamerons solennelle nouvelleèvesolution dès notre l'armistice sera signé.""]"
3093,C'est magique pour les enfants.,A1,"[""C'est diffèrent selon les débutants.""]"
4573,"Là, c'est le bureau de notre manageur.",A1,"[""Là, c'est même jour spécial notre manage préféré.""]"
2298,Vous avez des frères et soeurs ?,A1,['Comment rencontrez des fils et soeurs?']
2350,"Il vient de demander la main de Bella et l'avenir semble briller, mais. Quand l'artiste donne le dernier coup de pinceau à sa toile, les nazis ont déjà commencé à expulser les juifs, contraints de quitter leurs maisons, emportant ce qu'ils peuvent.",B2,"[""Il vient de demander la main de Bella et lui'avenir à briller, mais. Quand l'artiste mit le dernier coup de pinceau à sa mort, les nazis ont déjà commencé à expulser ses juifs, contraints de rentrer la villes,  perant tant qu'ils peuvent.""]"
271,On va manger dans le jardin.,A1,['Maintenant va manger dans ce resto.']
1205,"L'échange, c'est-à-dire l'interaction verbale, se présente comme une co-construction constitutive de la dynamique du groupe ; c'est en tenant compte des interlocuteurs et de la façon dont ils se positionnent les uns vis-à-vis des autres, selon les objets et les enjeux des interactions, que l'on envisage d'analyser tant la variation des usages en présence que l'hétérogénéité constitutive du dire, dans cet espace.",C2,"[""L'<unk>, t'est-à-dire I'interaction verbale, se présente en une co-construction constitutive de la dynamique politique groupe ; c'est en faisant compte en interlocuteurs et de la façon dont ils se positionnent les un par vis- --vis des hommes, selon les objets et les enjeux des interactions, que l'on envisage d'analyser tant la variation des usages en présence que l'hétérogénéité constitutive du dire, dans cet espace.""]"
1027,Les vélos furent remplacés par les vélomoteurs et des motocyclettes plus commodes et moins chères que les automobiles.,B2,['Les vélos furent passer à deux vélomoteurs ; des motocycle tellement plus commodes sont très chères que les VTT.']
1968,"A côté des progrès récents dans le domaine des biothérapies, la modulation nutritionnelle de l'inflammation intestinale offre des possibilités thérapeutiques simples, et sûres.",C2,"[""A travers des mécanismes habituels dans le traitement ces biothérapies, la modulation cellulaire de l'inflammation intestinale présente 3 possibilités tout simples, et sûre....""]"
1842,Les hommes la découpent et la placent au-dessus de la flamme.,A2,['Certains hommes elle découpent et la conserventnt largement-dessus de la terre.']
3517,L'approche des transformations socio-économiques est aussi perçue à travers l'évolution des activités et les mutations des structures démographiques qui aboutissent a de nouveaux contrastes géographiques.,C2,"[""L'approche sur rapports sociales- économiques est aussi variée à travers d'évolution des activités et les mutations sous structures socialess mais aboutissent a de grands contrastes géographiques.""]"
2993,Quel âge as-tu ?,A1,['Quel métier ce vois-tu?']
4706,Et les enfants adorent cette fête parce qu'on ne mange rien d'autre que des crêpes.,A2,"[""Même les animaux adorent cette musique parce q' je ne mange rien d'autre que nos crêpes.""]"
